id,name,team_id,team_name,position,price,ownership,status,chance,minutes,total_points,form,ppg,ep_next,ep_this,goals,assists,clean_sheets,bonus,bps,ict,creativity,threat,influence,starts,news,fixture_next3,fixture_next6,expected_minutes,expected_gw_points,value,captain_score,differential_score,transfer_score,recommendation
55,Watkins,2,Aston Villa,FWD,8.0,12.4,a,100.0,2833.0,167.0,0.0,4.5,2.5,0.0,16.0,4.0,9.0,26.0,623.0,225.2,330.9,1206.0,720.2,33.0,,0.5,0.5,67.8,2.814,0.35175,38.77166666666667,17.54099822222222,3.311061979166667,BUY
13,Rice,1,Arsenal,MID,7.5,20.0,a,100.0,3093.0,184.0,0.0,5.1,2.6,0.0,4.0,9.0,18.0,23.0,790.0,215.4,1027.4,298.0,827.2,35.0,,0.4166666666666667,0.5,69.0,2.814,0.37520000000000003,38.66291666666667,17.264202666666666,3.2576031,BUY
154,Palmer,6,Chelsea,MID,9.5,10.6,a,100.0,1954.0,114.0,0.0,4.4,3.2,0.0,10.0,2.0,3.0,11.0,430.0,147.7,393.6,547.0,536.6,24.0,,0.4166666666666667,0.5,67.9,2.795,0.2942105263157895,38.44847222222223,17.46976910331384,3.193535177631579,BUY
398,Foden,15,Man City,MID,7.0,4.9,a,100.0,2078.0,131.0,0.0,4.0,2.5,0.0,7.0,5.0,11.0,13.0,563.0,201.9,918.8,520.0,583.2,23.0,,0.5833333333333334,0.5,69.4,2.729,0.38985714285714285,38.092638888888885,17.814487407407405,3.4221019857142863,BUY
481,Anderson,15,Man City,MID,6.5,9.6,a,100.0,3332.0,180.0,0.0,4.7,2.3,0.0,4.0,5.0,10.0,16.0,795.0,219.0,961.5,310.0,915.2,37.0,,0.5833333333333334,0.5,69.0,2.707,0.41646153846153844,37.863749999999996,17.343103589743592,3.388094788461538,BUY
439,Šeško,16,Man Utd,FWD,7.0,1.7,d,75.0,1630.0,111.0,0.0,3.7,1.7,0.0,11.0,2.0,2.0,19.0,405.0,143.4,156.1,803.0,483.8,17.0,Shin injury - 75% chance of playing,0.6666666666666666,0.5416666666666666,69.0,2.682,0.3831428571428571,37.785624999999996,17.73224126984127,3.465303619047619,BUY
498,Senesi,19,Spurs,DEF,6.0,9.6,a,100.0,3288.0,175.0,0.0,4.7,2.8,0.0,0.0,6.0,11.0,14.0,571.0,168.6,367.8,201.0,1114.4,37.0,,0.5833333333333334,0.5,69.7,2.695,0.44916666666666666,37.75930555555556,17.391160370370372,3.4248948125,BUY
368,Szoboszlai,14,Liverpool,MID,7.0,41.2,a,100.0,3232.0,160.0,0.0,4.4,2.5,0.0,6.0,7.0,9.0,21.0,780.0,260.9,1324.6,417.0,867.8,36.0,,0.5833333333333334,0.5416666666666666,69.3,2.685,0.38357142857142856,37.686875,16.543435714285717,3.294061178571429,BUY
527,Richarlison,19,Spurs,FWD,6.0,2.5,a,100.0,1954.0,119.0,0.0,3.7,2.0,0.0,11.0,4.0,7.0,17.0,505.0,165.2,239.6,815.0,602.6,20.0,,0.5833333333333334,0.5,69.0,2.655,0.44249999999999995,37.34374999999999,17.620311111111114,3.4236360416666662,BUY
95,O.Dango,4,Brentford,MID,6.5,1.4,a,100.0,2271.0,136.0,0.0,4.2,2.3,0.0,7.0,8.0,6.0,16.0,429.0,162.8,422.8,702.0,509.8,25.0,,0.5833333333333334,0.4583333333333333,69.0,2.656,0.40861538461538466,37.31729166666667,17.647871452991456,3.382152217948718,BUY
415,Dorgu,16,Man Utd,MID,6.0,1.6,a,100.0,1440.0,95.0,0.0,3.7,2.1,0.0,4.0,4.0,4.0,11.0,321.0,120.3,394.2,341.0,469.0,15.0,,0.6666666666666666,0.5416666666666666,69.0,2.624,0.43733333333333335,37.205625,17.496248888888893,3.4725105000000003,BUY
236,Dewsbury-Hall,9,Everton,MID,6.5,3.5,a,100.0,2629.0,151.0,0.0,4.9,2.3,0.0,8.0,7.0,8.0,18.0,598.0,166.0,601.1,438.0,619.4,30.0,,0.4166666666666667,0.5416666666666666,68.1,2.658,0.4089230769230769,37.119375,17.424336683760682,3.266972783333333,BUY
40,Rogers,6,Chelsea,MID,7.5,26.6,a,100.0,3280.0,169.0,0.0,4.6,2.6,0.0,10.0,8.0,9.0,17.0,605.0,232.0,706.2,871.0,746.2,37.0,,0.4166666666666667,0.5,69.1,2.649,0.3532,37.01513888888889,16.259875955555557,3.096397215,BUY
260,Wilson,13,Leeds,MID,6.5,7.3,a,100.0,2674.0,168.0,0.0,4.7,2.3,0.0,10.0,9.0,9.0,21.0,637.0,196.9,661.1,601.0,707.2,32.0,,0.5,0.4583333333333333,66.5,2.64,0.4061538461538462,36.96631944444445,16.893737037037038,3.218251217948718,BUY
